timestamp,traffic_load,hour_of_day,day_of_week,is_weekend,embb_allocation,urllc_allocation,mmtc_allocation,embb_utilization,urllc_utilization,mmtc_utilization,client_count,bs_count,emergency,special_event,iot_surge,optimal_embb,optimal_urllc,optimal_mmtc
2025-01-01 00:00:00,0.3468657367663713,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.01028855368846,1.01028855368846,1.01028855368846,0.28168559577705726,0.5546812190349125,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-01-01 01:00:00,0.3969984891579347,0.041666666666666664,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.1563062791007805,1.1563062791007805,1.1563062791007805,0.5190537405726693,0.5865641662732772,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-01-01 02:00:00,0.2139352947273403,0.08333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6231125089145834,0.6231125089145834,0.6231125089145834,0.37462927331698825,0.43895815124993354,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-01-01 03:00:00,0.24843140081496168,0.125,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7235866043154224,0.7235866043154224,0.7235866043154224,0.5230749597172082,0.5387686642518225,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-01-01 04:00:00,0.41337685550474357,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.2040102587516803,1.2040102587516803,1.2040102587516803,0.6840229582813722,0.5829091095569146,False,False,False,0.3326649568747199,0.3340017097919467,0.3333333333333333
2025-01-01 05:00:00,0.3279528103110797,0.20833333333333334,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9552023601293583,0.9552023601293583,0.9552023601293583,0.2818224314215654,0.5200887204029524,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-01-01 06:00:00,0.39092459399393786,0.25,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.1386153223124404,1.1386153223124404,1.1386153223124404,0.47319583123080583,0.5305209205405338,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-01-01 07:00:00,0.438971909129902,0.2916666666666667,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.2785589586307826,1.2785589586307826,1.2785589586307826,0.48666421433357687,0.5950672963492795,False,False,False,0.3202401735615362,0.3464264931051304,0.3333333333333333
2025-01-01 08:00:00,0.5428256867698537,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.581045689620933,1.581045689620933,1.581045689620933,0.524306953092238,0.6160321968179738,False,False,False,0.28063181034596885,0.3860348563206978,0.3333333333333333
2025-01-01 09:00:00,0.47718780890231494,0.375,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3898674045698494,1.3898674045698494,1.3898674045698494,0.5816607840980492,0.5870417653336208,False,False,False,0.3016887659050251,0.36497790076164155,0.3333333333333333
2025-01-01 10:00:00,0.8829670996430244,0.4166666666666667,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,2.0,2.0,0.7951289112997009,0.5653120127972067,False,False,False,0.2777777777777778,0.36666666666666675,0.35555555555555557
2025-01-01 11:00:00,0.7542007497568114,0.4583333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,2.0,2.0,0.5229884279549148,0.7174133109153178,False,False,False,0.2777777777777778,0.36666666666666675,0.35555555555555557
